,Date,Zpid,time,Price,pricePerSquareFoot,priceChangeRate,event,Agency,buyerAgent,sellerAgent,showCountyLink,postingIsRental,attributeSource
1,07/09/2007,69524580,1.68618E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,22/02/2008,69524580,1.68005E+12,1249000,1135,-0.031782946,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,09/05/2013,69524580,1.67962E+12,1290000,1173,-0.006928406,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,11/05/2022,69524580,1.66666E+12,1299000,1181,-0.037777778,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,31/01/2023,69524580,1.66329E+12,1350000,1227,-0.032258065,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
6,26/06/2023,69524580,1.65698E+12,1395000,1268,-0.021052632,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
7,02/10/2023,69524580,1.65456E+12,1425000,1295,-0.033898305,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
8,28/09/2006,72517702,1.5622E+12,1475000,1341,0,Listing removed,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': '19176638', 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
9,14/10/2015,72517702,1.55917E+12,1475000,1341,-0.016666667,Price change,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
10,16/12/2015,72517702,1.54164E+12,1500000,1364,0.102941176,Listed for sale,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
11,29/02/2016,72517702,1.43407E+12,1360000,1236,-0.025089606,Sold,Public Record,,"{'photo': None, 'profileUrl': '/profile/Barbara4673/', 'name': 'Barbara'}",FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
12,05/04/2017,72517702,1.42327E+12,1395000,1268,0,Pending sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '3389939', 'infoString2': 'Corcoran', 'infoString3': None}"
13,05/05/2017,72517702,1.42119E+12,1395000,1268,0.367647059,Listed for sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '3389939', 'infoString2': 'Corcoran', 'infoString3': None}"
14,12/09/2017,72517702,1.36572E+12,1020000,927,-0.037735849,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
15,18/09/2017,72517702,1.35855E+12,1060000,964,0,Pending sale,BHS   BHS/EXCL,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'BHS   BHS/EXCL', 'infoString3': None}"
16,27/09/2017,72517702,1.35726E+12,1060000,964,-0.036363636,Price change,BHS   BHS/EXCL,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'BHS   BHS/EXCL', 'infoString3': None}"
17,08/06/2018,72517702,1.35138E+12,1100000,1000,-0.005514872,Listed for sale,BHSR   BROWN HARRIS STEVENS  REBNY,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'BHSR   BROWN HARRIS STEVENS  REBNY', 'infoString3': None}"
18,27/07/2018,72517702,1.18524E+12,1106100,1006,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,05/09/2018,72517702,1.6962E+12,560000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1342829296799522769', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,18/10/2018,72517702,1.65836E+12,,,0,Listing removed,StreetEasy,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,28/01/2019,72517702,1.65802E+12,3200,,0,Listed for rent,StreetEasy,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,11/09/2019,72517702,1.6962E+12,1200000,,-0.139784946,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,14/09/2019,72517702,1.52168E+12,1395000,,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2911421', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
2,10/01/2020,72517702,1.51813E+12,1395000,,0,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2911421', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
0,25/01/2020,72517702,1.6962E+12,725000,906,0.098484848,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,09/12/2022,72517702,1.21461E+12,660000,825,1.037037037,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
2,13/12/2022,72517702,1.1594E+12,324000,405,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/09/2023,72517702,1.6962E+12,2995000,,51.22956595,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,28/09/2006,72518478,1.46837E+12,57343,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,28/09/2023,72518478,1.6962E+12,2350000,1747,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,28/09/2006,72523812,1.69292E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,28/06/2008,72523812,1.688E+12,2350000,1747,-0.094412331,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,02/10/2023,72523812,1.68204E+12,2595000,1929,0.04008016,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,28/09/2006,72527862,1.54518E+12,2495000,1855,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2804536', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
5,28/02/2023,72527862,1.49792E+12,2495000,1855,0.054968288,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2804536', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
6,13/04/2023,72527862,1.48902E+12,2365000,1758,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2520220', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
7,09/05/2023,72527862,1.4739E+12,2365000,1758,0,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2520220', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
8,27/06/2023,72527862,1.45575E+12,2365000,1758,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2255432', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
9,29/09/2023,72527862,1.4459E+12,2365000,1758,0,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
0,17/04/2007,72535705,1.6962E+12,18500000,2313,-0.074768692,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22465410', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,05/08/2022,72535705,1.50759E+12,19995000,2499,0,Listing removed,Warburg Realty,,,FALSE,FALSE,"{'infoString1': '57319TH', 'infoString2': 'Warburg Realty', 'infoString3': None}"
2,26/09/2022,72535705,1.45333E+12,19995000,2499,-0.200040008,Price change,Warburg Realty,,,FALSE,FALSE,"{'infoString1': '57319TH', 'infoString2': 'Warburg Realty', 'infoString3': None}"
3,25/10/2022,72535705,1.44279E+12,24995000,3124,-0.152711864,Listed for sale,Warburg Realty,,,FALSE,FALSE,"{'infoString1': '57319TH', 'infoString2': 'Warburg Realty', 'infoString3': None}"
4,24/12/2022,72535705,1.42318E+12,29500000,3688,0,Listing removed,Warburg Realty,,,FALSE,FALSE,"{'infoString1': '10005731920150204', 'infoString2': 'Warburg Realty', 'infoString3': None}"
5,28/03/2023,72535705,1.42309E+12,29500000,3688,4.9,Listed for sale,Leslie J. Garfield,,,FALSE,FALSE,"{'infoString1': '10005731920150204', 'infoString2': 'Leslie J. Garfield', 'infoString3': None}"
6,23/06/2023,72535705,1.1594E+12,5000000,625,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
7,02/10/2023,72535705,1.12234E+12,5000000,625,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,24/07/2007,72537157,1.6962E+12,6875000,,-0.017155111,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22707548', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,28/10/2012,72537157,1.69353E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,04/01/2013,72537157,1.69093E+12,6995000,,-0.067333333,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1286138591436513009', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,19/01/2013,72537157,1.68108E+12,7500000,,0.042390549,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1286138591436513009', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,12/04/2013,72537157,1.67927E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
5,14/01/2015,72537157,1.67322E+12,7195000,,-0.100062539,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
6,07/02/2015,72537157,1.67236E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
7,12/06/2015,72537157,1.6645E+12,7995000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,08/11/2018,72537157,1.6962E+12,795000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,30/05/2019,72537157,1.68808E+12,,,0,Listing removed,OneKey® MLS,,,FALSE,FALSE,"{'infoString1': 'H6220164', 'infoString2': 'OneKey® MLS', 'infoString3': 'https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_logo_inf_11.jpg'}"
2,04/07/2019,72537157,1.68255E+12,795000,,-0.036363636,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,07/06/2022,72537157,1.66804E+12,825000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,05/07/2022,72537157,1.6962E+12,10995000,2911,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22708424', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,16/09/2022,72537157,1.50094E+12,10995000,2911,0,Listing removed,Compass,,,FALSE,FALSE,"{'infoString1': 'e173c7a65b4abdf05946d7e80bb0bdffcdb1d666', 'infoString2': 'Compass', 'infoString3': None}"
2,25/10/2022,72537157,1.49731E+12,10995000,2911,0,Pending sale,Compass,,,FALSE,FALSE,"{'infoString1': 'e173c7a65b4abdf05946d7e80bb0bdffcdb1d666', 'infoString2': 'Compass', 'infoString3': None}"
3,24/03/2023,72537157,1.49619E+12,10995000,2911,-0.043913043,Price change,Compass,,,FALSE,FALSE,"{'infoString1': 'e173c7a65b4abdf05946d7e80bb0bdffcdb1d666', 'infoString2': 'Compass', 'infoString3': None}"
4,29/03/2023,72537157,1.47597E+12,11500000,3045,-0.488888889,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2544491', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
5,08/06/2023,72537157,1.43148E+12,22500000,5957,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2042482', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
6,02/10/2023,72537157,1.42491E+12,22500000,5957,0.956521739,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
7,04/11/2009,72537926,1.371E+12,11500000,3045,12.8966764,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
8,23/08/2021,72537926,1.33764E+12,827536,219,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
9,01/09/2021,72537926,1.32538E+12,9000,2,0,Listing removed,MQ Realty LLC,,,FALSE,TRUE,"{'infoString1': '10809', 'infoString2': 'MQ Realty LLC', 'infoString3': None}"
10,09/11/2021,72537926,1.32322E+12,9000,2,0,Listed for rent,MQ Realty LLC,,,FALSE,TRUE,"{'infoString1': '10809', 'infoString2': 'MQ Realty LLC', 'infoString3': None}"
0,21/11/2021,72537926,1.6962E+12,4000,8,0,Listed for rent,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
1,28/06/2022,72537926,1.6505E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,02/07/2022,72537926,1.64186E+12,417000,791,0,Pending sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,03/10/2023,72537926,1.63512E+12,417000,791,-0.062921348,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,28/09/2006,72537954,1.63356E+12,445000,844,-0.043010753,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,29/09/2023,72537954,1.62994E+12,465000,882,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,28/09/2006,72538076,1.69629E+12,1735000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,22/06/2016,72538076,1.69629E+12,690000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,25/01/2017,72538076,1.69629E+12,28500000,2317,0.075471698,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
1,13/06/2018,72538076,1.68713E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,26/09/2018,72538076,1.68022E+12,26500000,2154,0,Pending sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,07/01/2020,72538076,1.67504E+12,26500000,2154,-0.036188398,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,28/09/2020,72538076,1.66674E+12,27495000,2235,-0.076574307,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,04/11/2020,72538076,1.66571E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
6,28/09/2023,72538076,1.64385E+12,29775000,2421,-0.0075,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
7,28/09/2006,72539555,1.63711E+12,30000000,2439,0.153846154,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
8,26/03/2022,72539555,1.63503E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
9,03/10/2022,72539555,1.6219E+12,26000000,2114,-0.12605042,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
10,16/12/2022,72539555,1.61464E+12,29750000,2419,0,Listed for sale,Sotheby's International Realty,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': ""Sotheby's International Realty"", 'infoString3': None}"
0,11/01/2023,72539555,1.69612E+12,4190000,2659,0.260150376,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,14/03/2023,72539555,1.62605E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,30/06/2023,72539555,1.61827E+12,3325000,2110,0,Pending sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,29/09/2023,72539555,1.61093E+12,3325000,2110,0,Listed for sale,Reuveni Real Estate LLC,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Reuveni Real Estate LLC', 'infoString3': None}"
0,30/08/2007,72672722,1.69612E+12,1950000,2031,0.805555556,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,10/09/2010,72672722,1.27855E+12,1080000,1125,-0.060869565,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
2,12/10/2010,72672722,1.27077E+12,1150000,1198,-0.00862069,Listed for sale,Citi Habitats,,,FALSE,FALSE,"{'infoString1': '642094', 'infoString2': 'Citi Habitats', 'infoString3': None}"
3,05/12/2010,72672722,1.19647E+12,1160000,1208,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,14/12/2010,72672722,1.69603E+12,2295000,2013,1.436290215,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,02/12/2011,72672722,1.25073E+12,942006,826,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,03/02/2012,72672722,1.69603E+12,1300000,1300,0.083333333,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,23/03/2012,72672722,1.68005E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,28/09/2023,72672722,1.67547E+12,1200000,1200,0,Pending sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1216727014383567457', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,01/12/2007,79495315,1.67279E+12,1200000,1200,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,09/04/2010,79495315,1.69586E+12,849999,1133,-0.017342197,Listed for sale,OneKey® MLS,,,FALSE,FALSE,"{'infoString1': 'H6271151', 'infoString2': 'OneKey® MLS', 'infoString3': 'https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_logo_inf_11.jpg'}"
1,08/07/2010,79495315,1.52963E+12,865000,1153,0,Listing removed,Warburg Realty,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Warburg Realty', 'infoString3': None}"
2,01/10/2023,79495315,1.5241E+12,865000,1153,0,Pending sale,Warburg Realty,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Warburg Realty', 'infoString3': None}"
3,31/05/2008,79499004,1.5215E+12,865000,1153,-0.011428571,Price change,Warburg Realty,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Warburg Realty', 'infoString3': None}"
4,03/10/2023,79499004,1.51813E+12,875000,1167,0,Listed for sale,Warburg Realty,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Warburg Realty', 'infoString3': None}"
0,20/08/2009,80006983,1.69595E+12,1250000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,30/09/2023,80006983,1.69595E+12,1950000,813,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,04/11/2009,83892487,1.69595E+12,1950000,367,0,Listed for sale,OneKey® MLS,,,FALSE,FALSE,"{'infoString1': 'H6271389', 'infoString2': 'OneKey® MLS', 'infoString3': 'https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_logo_inf_11.jpg'}"
1,02/04/2023,83892487,1.69586E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,11/05/2023,83892487,1.69102E+12,1950000,367,0,Pending sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,19/08/2023,83892487,1.68912E+12,1950000,367,-0.071428571,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,03/10/2023,83892487,1.68739E+12,2100000,395,-0.086956522,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,14/07/2010,92961844,1.6854E+12,2300000,433,0.277777778,Listed for sale,Owner,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'Owner', 'infoString3': None}"
6,29/09/2023,92961844,1.66648E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
7,01/07/2013,96756460,1.66251E+12,1800000,339,-0.181818182,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '21923675', 'infoString2': 'StreetEasy', 'infoString3': None}"
8,17/03/2015,96756460,1.65957E+12,2200000,414,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '21923675', 'infoString2': 'StreetEasy', 'infoString3': None}"
9,05/08/2016,96756460,1.56324E+12,1600,0,0,Listing removed,PLUSH REALTY Inc,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'PLUSH REALTY Inc', 'infoString3': None}"
10,18/11/2016,96756460,1.56306E+12,1600,0,0,Listed for rent,PLUSH REALTY Inc,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'PLUSH REALTY Inc', 'infoString3': None}"
0,01/03/2017,96756460,1.69595E+12,449000,998,0.360606061,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,04/10/2023,96756460,1.27907E+12,330000,733,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,24/01/2020,97521790,1.69595E+12,519900,945,0.256838395,Listed for sale,OneKey® MLS,,,FALSE,FALSE,"{'infoString1': 'H6271378', 'infoString2': 'OneKey® MLS', 'infoString3': 'https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_logo_inf_11.jpg'}"
1,13/02/2020,97521790,1.57369E+12,413657,752,0,Listing removed,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
2,16/11/2022,97521790,1.5736E+12,413657,752,-0.000169194,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
3,17/02/2023,97521790,1.57334E+12,413727,752,0.000955648,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
