,Date,Zpid,time,Price,pricePerSquareFoot,priceChangeRate,event,Agency,buyerAgent,sellerAgent,showCountyLink,postingIsRental,attributeSource
4,30/06/2023,97521790,1.57308E+12,413332,752,0.001005045,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
5,03/10/2023,97521790,1.57283E+12,412917,751,0.010993397,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
6,20/04/2010,97524102,1.57239E+12,408427,743,-0.000714427,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
7,03/10/2023,97524102,1.57231E+12,408719,743,-9.54E-05,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
8,19/07/2011,97530281,1.57213E+12,408758,743,-0.000950759,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
9,03/10/2023,97530281,1.57205E+12,409147,744,0.001368126,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
10,11/07/2013,119911782,1.57179E+12,408588,743,0.000903927,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
11,02/10/2023,119911782,1.57162E+12,408219,742,0.003920074,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
12,26/03/2013,119915812,1.57127E+12,406625,739,-0.00592108,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
13,29/09/2023,119915812,1.57075E+12,409047,744,-0.002548209,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
14,29/09/2023,119918973,1.57058E+12,410092,746,-0.002396145,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
15,07/10/2014,122143029,1.57041E+12,411077,747,-0.000942972,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
16,14/07/2017,122143029,1.57023E+12,411465,748,-0.007293335,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
17,11/08/2017,122143029,1.56963E+12,414488,754,0.000475511,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
18,01/12/2017,122143029,1.56946E+12,414291,753,2.90E-05,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
19,15/07/2020,122143029,1.56911E+12,414279,753,0.002160209,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
20,10/08/2020,122143029,1.56894E+12,413386,752,0.002130873,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
21,30/08/2020,122143029,1.56876E+12,412507,750,-0.00121547,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
22,14/09/2020,122143029,1.56868E+12,413009,751,0.002909102,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
23,07/10/2020,122143029,1.56816E+12,411811,749,0.004510174,Price change,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
24,06/11/2020,122143029,1.56781E+12,409962,745,0.932807498,Listed for sale,Auction.com,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Auction.com', 'infoString3': None}"
25,16/11/2020,122143029,1.54414E+12,212107,386,-0.089669528,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
26,17/11/2020,122143029,1.1594E+12,233000,424,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,01/12/2020,122143029,1.69595E+12,680000,1236,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22691201', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,23/02/2021,122143029,1.69595E+12,4795000,1968,0.200250313,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/09/2023,122143029,1.47148E+12,3995000,1639,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/04/2015,123579709,1.69595E+12,3595000,1598,0.526539278,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22704053', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/09/2023,123579709,1.59071E+12,2355000,1047,0,Sold,Public Record,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISn2chmkoon7qb1000000000.jpg'}, 'profileUrl': '/profile/JoeBonacci1/', 'name': 'Joseph Bonacci'}","{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISn2chmkoon7qb1000000000.jpg'}, 'profileUrl': '/profile/JoeBonacci1/', 'name': 'Joseph Bonacci'}",FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,02/10/2023,124845598,1.69595E+12,875000,,-0.022346369,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,03/10/2023,145586220,1.56859E+12,895000,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
2,16/09/2015,219668455,1.55779E+12,895000,,-0.004449388,Pending sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '5638737', 'infoString2': 'Corcoran', 'infoString3': None}"
3,06/06/2023,219668455,1.55615E+12,899000,,-0.028108108,Price change,Corcoran,,,FALSE,FALSE,"{'infoString1': '5638737', 'infoString2': 'Corcoran', 'infoString3': None}"
4,13/07/2023,219668455,1.54812E+12,925000,,0,Listed for sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '5638737', 'infoString2': 'Corcoran', 'infoString3': None}"
0,28/09/2023,219668455,1.69595E+12,1600000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1410214436344254969', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,29/07/2011,219685697,1.69595E+12,350000,,-0.125,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/09/2023,219685697,1.69292E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,13/07/2016,219686205,1.68178E+12,400000,,-0.2,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,02/10/2023,219686205,1.67996E+12,500000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,18/08/2016,219693876,1.60885E+12,1600,,0,Listing removed,Compass,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
5,29/09/2023,219693876,1.60808E+12,1600,,-0.238095238,Listed for rent,Compass,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
6,29/09/2023,244709472,1.59589E+12,2100,,0,Listing removed,Compass,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
7,29/09/2023,244712798,1.59339E+12,2100,,-0.045454545,Price change,Compass,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
8,29/09/2023,244725263,1.59002E+12,2200,,-0.043478261,Price change,Highline Residential,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Highline Residential', 'infoString3': None}"
9,09/02/2018,244728288,1.5895E+12,2300,,0,Listed for rent,Highline Residential,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Highline Residential', 'infoString3': None}"
0,20/03/2018,244728288,1.69595E+12,785000,,0.207692308,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,19/04/2018,244728288,1.61404E+12,650000,,0.04,Sold,Public Record,,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISv4rw81sv9wbm0000000000.jpg'}, 'profileUrl': '/profile/Cindy-Scholz/', 'name': 'Cindy Scholz'}",FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
2,22/06/2018,244728288,1.60678E+12,625000,,0,Pending sale,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
3,28/09/2023,244728288,1.60557E+12,625000,,-0.038461538,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
4,02/10/2023,244750174,1.60548E+12,650000,,-0.070100143,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
5,10/11/2022,244750374,1.60462E+12,699000,,-0.035862069,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
6,27/04/2023,244750374,1.60203E+12,725000,,-0.064516129,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
7,30/06/2023,244750374,1.60004E+12,775000,,-0.030037547,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
8,02/10/2023,244750374,1.59875E+12,799000,,-0.043113772,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
9,28/09/2023,244753267,1.59702E+12,835000,,-0.034682081,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
10,22/01/2019,244756008,1.59477E+12,865000,,0.029761905,Listed for sale,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
11,25/04/2019,244756008,1.51209E+12,840000,,-0.020979021,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
12,14/05/2019,244756008,1.50241E+12,858000,,0,Pending sale,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': '17123356', 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
13,16/09/2019,244756008,1.49999E+12,858000,,0.588888889,Listed for sale,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': '17123356', 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
14,29/09/2023,244756008,1.41264E+12,540000,,0,Sold,Public Record,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/IS1jrkdqyjk98e1000000000.jpg'}, 'profileUrl': '/profile/dominiclongcroft/', 'name': 'Dominic Stoddart Longcroft'}","{'photo': {'url': 'https://photos.zillowstatic.com/h_e/IS1jrkdqyjk98e1000000000.jpg'}, 'profileUrl': '/profile/dominiclongcroft/', 'name': 'Dominic Stoddart Longcroft'}",FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,28/02/2020,244765355,1.69595E+12,13200000,,0.615790682,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,01/04/2020,244765355,1.43027E+12,8169375,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/05/2020,244765355,1.69595E+12,11500000,1697,0.010717828,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,21/06/2020,244765355,1.65992E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,21/07/2020,244765355,1.64246E+12,11378052,1679,0.051770383,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,21/08/2020,244765355,1.62579E+12,,,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': 'https://photos.zillowstatic.com/fp/516348e93397d0c5ef994a809e58da18-zillow_web_logo_inf_11.jpg'}"
4,07/09/2020,244765355,1.60307E+12,10818000,1597,-0.119413919,Price change,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '3580522', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
5,09/09/2020,244765355,1.55062E+12,12285000,1813,-0.10230179,Price change,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '3580522', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
6,04/11/2020,244765355,1.54397E+12,13685000,2020,-0.139037433,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '3580522', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
7,30/11/2020,244765355,1.54397E+12,40000,6,0,Listing removed,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
8,14/02/2021,244765355,1.52271E+12,40000,6,-0.058823529,Price change,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
9,25/04/2021,244765355,1.51796E+12,42500,6,0.0625,Listed for rent,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
10,01/06/2021,244765355,1.50837E+12,40000,6,0,Listing removed,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
11,22/06/2021,244765355,1.49386E+12,40000,6,0,Listed for rent,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
12,03/09/2021,244765355,1.4764E+12,15895000,2346,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2088636', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
13,13/09/2021,244765355,1.4745E+12,15895000,2346,-0.005630278,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2088636', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
14,03/10/2023,244765355,1.46068E+12,15985000,2359,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2088636', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
15,03/10/2023,244766629,1.44504E+12,15985000,2359,-0.073333333,Price change,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2088636', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
16,03/01/2019,244783518,1.42932E+12,17250000,2546,0.112903226,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': '2088636', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
17,05/01/2019,244783518,1.27794E+12,15500000,2287,1.628232302,Sold,Agent Provided,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISpxy20cru8jmr1000000000.jpg'}, 'profileUrl': '/profile/asalem1/', 'name': 'Alex Salem'}",,FALSE,FALSE,"{'infoString1': None, 'infoString2': None, 'infoString3': None}"
18,07/01/2019,244783518,8.01446E+11,5897500,870,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,17/01/2020,244783518,1.69595E+12,795000,994,-0.059171598,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,02/02/2020,244783518,1.67089E+12,,,0,Listing removed,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
2,12/02/2020,244783518,1.67054E+12,4200,5,0,Listed for rent,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
3,08/03/2020,244783518,1.57991E+12,4200,5,0,Listing removed,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
4,21/09/2020,244783518,1.57861E+12,4200,5,0.105263158,Listed for rent,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
5,30/09/2020,244783518,1.56842E+12,3800,5,0,Listing removed,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
6,24/02/2021,244783518,1.56816E+12,3800,5,0.027027027,Listed for rent,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
7,08/03/2021,244783518,1.54863E+12,845000,1056,0,Listing removed,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
8,25/03/2021,244783518,1.53982E+12,845000,1056,-0.055865922,Listed for sale,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
9,22/04/2021,244783518,1.53611E+12,895000,1119,0,Listing removed,Modern Spaces,,,FALSE,FALSE,"{'infoString1': '160079', 'infoString2': 'Modern Spaces', 'infoString3': None}"
10,01/05/2021,244783518,1.53265E+12,895000,1119,-0.052910053,Price change,Modern Spaces,,,FALSE,FALSE,"{'infoString1': '160079', 'infoString2': 'Modern Spaces', 'infoString3': None}"
11,28/09/2023,244783518,1.52842E+12,945000,1181,0.118343195,Listed for sale,Modern Spaces,,,FALSE,FALSE,"{'infoString1': '160079', 'infoString2': 'Modern Spaces', 'infoString3': None}"
12,24/04/2019,244793512,1.50647E+12,3700,5,0,Listing removed,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
13,18/11/2021,244793512,1.50569E+12,3700,5,-0.063291139,Price change,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
14,10/12/2021,244793512,1.50517E+12,3950,5,-0.05952381,Listed for rent,Owner,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Owner', 'infoString3': None}"
15,31/03/2022,244793512,1.49394E+12,4200,5,0,Listing removed,Cooper Square,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Cooper Square', 'infoString3': None}"
16,14/05/2022,244793512,1.49135E+12,4200,5,0,Listed for rent,Cooper Square,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Cooper Square', 'infoString3': None}"
17,15/06/2022,244793512,1.4567E+12,845000,1056,-0.04519774,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
18,16/09/2022,244793512,1.45022E+12,885000,1106,0,Pending sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '3500148', 'infoString2': 'Corcoran', 'infoString3': None}"
19,28/09/2022,244793512,1.44478E+12,885000,1106,0.380655226,Listed for sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '3500148', 'infoString2': 'Corcoran', 'infoString3': None}"
20,10/10/2022,244793512,1.1594E+12,641000,801,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,02/10/2023,244793512,1.69595E+12,2250000,1023,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1410310154127549609', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,26/08/2021,244801842,1.69595E+12,1750000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,07/10/2021,244801842,1.69595E+12,899000,1153,1.720121029,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,25/10/2021,244801842,9.31997E+11,330500,424,0,Sold,Agent Provided,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': None, 'infoString3': None}"
0,11/01/2022,244801842,1.69595E+12,3750000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,21/04/2022,244801842,1.69595E+12,795000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,02/10/2023,244801842,1.69595E+12,995000,847,-0.004004004,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/09/2023,244838287,1.52781E+12,999000,850,0,Sold,Agent Provided,,"{'photo': {'url': 'https://photos.zillowstatic.com/h_e/IS3fsm8r7y52d40000000000.jpg'}, 'profileUrl': '/profile/Sofiasnewyorkcity/', 'name': 'Sofia Corradini'}",FALSE,FALSE,"{'infoString1': None, 'infoString2': None, 'infoString3': None}"
2,09/02/2018,244850499,1.52038E+12,999000,850,0.004020101,Listed for sale,Keller Williams NYC,,,FALSE,FALSE,"{'infoString1': '205490', 'infoString2': 'Keller Williams NYC', 'infoString3': None}"
3,22/03/2018,244850499,1.46483E+12,995000,847,0,Listing removed,Corcoran,,,FALSE,FALSE,"{'infoString1': '3687128', 'infoString2': 'Corcoran', 'infoString3': None}"
4,02/10/2023,244850499,1.46042E+12,995000,847,0,Listed for sale,Discount Realty Consultants,,,FALSE,FALSE,"{'infoString1': '2843692', 'infoString2': 'Discount Realty Consultants', 'infoString3': None}"
0,19/02/2023,244887775,1.69595E+12,1750000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,16/03/2023,244887775,1.69595E+12,6495000,,-0.058013053,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,24/04/2023,244887775,1.68808E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,29/06/2023,244887775,1.67875E+12,6895000,,-0.028873239,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,28/09/2023,244887775,1.6734E+12,7100000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,29/09/2023,244891137,1.67115E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
5,29/05/2020,324832330,1.66476E+12,7100000,,-0.040540541,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
6,29/09/2023,324832330,1.64825E+12,7400000,,0.203252033,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
7,03/10/2023,2055186891,1.1594E+12,6150000,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,03/10/2023,2055186892,1.69595E+12,8750000,,-0.005681818,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22667027', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,03/10/2023,2055189577,1.3119E+12,8800000,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,03/10/2023,2055191555,1.69595E+12,1395000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22695232', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,03/10/2023,2055192359,1.69603E+12,7500000,1786,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
