,Date,Zpid,time,Price,pricePerSquareFoot,priceChangeRate,event,Agency,buyerAgent,sellerAgent,showCountyLink,postingIsRental,attributeSource
0,03/10/2023,2055198358,1.69595E+12,4550000,1978,0.467741935,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,02/10/2023,2055202672,1.36426E+12,3100000,1348,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/09/2023,2055224702,1.69595E+12,839000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,29/09/2023,2055226639,1.69595E+12,1100000,,5.682623963,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/09/2023,2055232195,1.1594E+12,164606,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/09/2023,2055232343,1.69595E+12,40000000,6349,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22702452', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,30/09/2023,2055233949,1.69629E+12,14500000,3772,-0.033333333,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/09/2023,2055237800,1.68808E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,29/09/2023,2055239728,1.67659E+12,15000000,3902,-0.090909091,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
3,28/09/2023,2055242817,1.66856E+12,16500000,4292,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,28/09/2023,2055248712,1.58155E+12,30000,8,0,Listing removed,Corcoran,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Corcoran', 'infoString3': None}"
5,10/08/2023,2056060898,1.57982E+12,30000,8,0,Listed for rent,Corcoran,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Corcoran', 'infoString3': None}"
0,22/08/2023,2056060898,1.69586E+12,925000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,07/09/2023,2056060898,1.69586E+12,1895000,1148,13.41064639,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,04/10/2023,2056060898,7.29994E+11,131500,80,0,Sold,Agent Provided,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': None, 'infoString3': None}"
0,04/01/2023,2060251316,1.69586E+12,23500000,2244,-0.160714286,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,04/02/2023,2060251316,1.54164E+12,28000000,2674,0,Listing removed,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': '18171685', 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
2,29/03/2023,2060251316,1.52591E+12,28000000,2674,-0.066666667,Price change,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
3,30/09/2023,2060251316,1.52064E+12,30000000,2865,0,Listed for sale,Brown Harris Stevens,,,FALSE,FALSE,"{'infoString1': '18171685', 'infoString2': 'Brown Harris Stevens', 'infoString3': None}"
4,30/09/2022,2061289292,1.51744E+12,30000000,2865,0,Listing removed,Corcoran,,,FALSE,FALSE,"{'infoString1': '3884940', 'infoString2': 'Corcoran', 'infoString3': None}"
5,30/12/2022,2061289292,1.51502E+12,30000000,2865,-0.076923077,Price change,Corcoran,,,FALSE,FALSE,"{'infoString1': '3884940', 'infoString2': 'Corcoran', 'infoString3': None}"
6,09/01/2023,2061289292,1.49507E+12,32500000,3103,-0.071428571,Price change,Corcoran,,,FALSE,FALSE,"{'infoString1': '3884940', 'infoString2': 'Corcoran', 'infoString3': None}"
7,20/03/2023,2061289292,1.48608E+12,35000000,3342,-0.090909091,Listed for sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '3884940', 'infoString2': 'Corcoran', 'infoString3': None}"
8,10/04/2023,2061289292,1.43381E+12,38500000,3676,0,Listing removed,Corcoran,,,FALSE,FALSE,"{'infoString1': '3435212', 'infoString2': 'Corcoran', 'infoString3': None}"
9,02/08/2023,2061289292,1.43277E+12,38500000,3676,1.75,Listed for sale,Corcoran,,,FALSE,FALSE,"{'infoString1': '3435212', 'infoString2': 'Corcoran', 'infoString3': None}"
10,01/09/2023,2061289292,1.35035E+12,14000000,1337,13,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
11,02/10/2023,2061289292,1.34369E+12,1000000,95,-0.970149254,Listed for sale,NestSeekers International,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'NestSeekers International', 'infoString3': None}"
12,28/09/2022,2061338920,1.33669E+12,33500000,3199,0,Listing removed,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2319621', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
13,08/02/2023,2061338920,1.33505E+12,33500000,3199,4.583333333,Listed for sale,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2319621', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
14,04/05/2023,2061338920,9.5135E+11,6000000,573,-0.581881533,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
15,15/06/2023,2061338920,8.68493E+11,14350000,1370,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,03/10/2023,2061338920,1.69586E+12,2795000,,0.693939394,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1410321240024870825', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,17/07/2022,2062357663,1.33246E+12,1650000,,0,Listing removed,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2268515', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
2,21/07/2022,2062357663,1.32823E+12,1650000,,-0.057142857,Price change,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2268515', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
3,02/10/2023,2062357663,1.32278E+12,1750000,,0.032448378,Listed for sale,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2268515', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
4,24/05/2022,2063171146,1.29228E+12,1695000,,0,Listing removed,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '1972751', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
5,17/12/2022,2063171146,1.29151E+12,1695000,,0,Listed for sale,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '1972751', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
6,03/10/2023,2063171146,1.28684E+12,1695000,,0,Listing removed,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '1972751', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
7,07/02/2022,2066519547,1.28408E+12,1695000,,0.788757737,Listed for sale,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '1972751', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
8,03/05/2022,2066519547,1.18843E+12,947585,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,19/07/2022,2066519547,1.69586E+12,399000,,1.403614458,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '10391200985', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,05/12/2022,2066519547,1.1594E+12,166000,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,11/04/2023,2066519547,1.69586E+12,1950000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,20/06/2023,2066519547,1.69586E+12,2150000,1433,0.653846154,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1410272280123791465', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,07/08/2023,2066519547,1.69327E+12,,,0,Listing removed,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
2,03/10/2023,2066519547,1.69232E+12,9300,6,-0.010638298,Price change,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
3,02/03/2021,2073108029,1.69093E+12,9400,6,-0.010526316,Price change,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
4,25/05/2021,2073108029,1.69024E+12,9500,6,0.061452514,Listed for rent,Zillow Rentals,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rentals', 'infoString3': None}"
5,24/10/2021,2073108029,1.66303E+12,,,0,Listing removed,Zillow Rental Network_1,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Zillow Rental Network_1', 'infoString3': None}"
6,17/11/2021,2073108029,1.66147E+12,8950,6,-0.027173913,Price change,Zillow Rental Network_1,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Zillow Rental Network_1', 'infoString3': None}"
7,03/02/2022,2073108029,1.66018E+12,9200,6,-0.075376884,Price change,Zillow Rental Network_1,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Zillow Rental Network_1', 'infoString3': None}"
8,14/10/2022,2073108029,1.65845E+12,9950,7,-0.052380952,Price change,Zillow Rental Network_1,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Zillow Rental Network_1', 'infoString3': None}"
9,26/10/2022,2073108029,1.65793E+12,10500,7,-0.045454545,Price change,Zillow Rental Network_1,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Zillow Rental Network_1', 'infoString3': None}"
10,30/01/2023,2073108029,1.65586E+12,11000,7,0.466666667,Listed for rent,Zillow Rental Network_1,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Zillow Rental Network_1', 'infoString3': None}"
11,31/03/2023,2073108029,1.61862E+12,,,0,Listing removed,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': 'https://photos.zillowstatic.com/fp/516348e93397d0c5ef994a809e58da18-zillow_web_logo_inf_11.jpg'}"
12,19/06/2023,2073108029,1.61663E+12,7500,5,-0.050632911,Price change,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Douglas Elliman', 'infoString3': 'https://photos.zillowstatic.com/fp/516348e93397d0c5ef994a809e58da18-zillow_web_logo_inf_11.jpg'}"
13,03/10/2023,2073108029,1.61585E+12,7900,5,0,Listed for rent,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'Douglas Elliman', 'infoString3': 'https://photos.zillowstatic.com/fp/516348e93397d0c5ef994a809e58da18-zillow_web_logo_inf_11.jpg'}"
14,18/01/2021,2075689237,1.27293E+12,1300000,867,4.383022774,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
15,13/04/2021,2075689237,9.04262E+11,241500,161,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,12/07/2021,2075689237,1.69586E+12,475000,1583,0.117647059,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1410273940993276657', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,01/10/2023,2075689237,1.60445E+12,425000,1417,0,Listing removed,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
2,03/08/2020,2078414560,1.60125E+12,425000,1417,-0.053452116,Price change,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
3,25/09/2020,2078414560,1.57836E+12,449000,1497,-0.183636364,Listed for sale,Compass,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Compass', 'infoString3': None}"
4,25/09/2020,2078414560,1.53792E+12,550000,1833,0,Listing removed,Halstead Real Estate,,,FALSE,FALSE,"{'infoString1': '18518473', 'infoString2': 'Halstead Real Estate', 'infoString3': None}"
5,02/11/2020,2078414560,1.52885E+12,550000,1833,0,Listed for sale,Halstead Property,,,FALSE,FALSE,"{'infoString1': '18518473', 'infoString2': 'Halstead Property', 'infoString3': None}"
6,28/09/2023,2078414560,1.4853E+12,550000,1833,0,Listing removed,Halstead Property,,,FALSE,FALSE,"{'infoString1': '15026881', 'infoString2': 'Halstead Property', 'infoString3': None}"
7,15/05/2020,2079594519,1.46655E+12,550000,1833,0.86440678,Listed for sale,Halstead Property,,,FALSE,FALSE,"{'infoString1': '15026881', 'infoString2': 'Halstead Property', 'infoString3': None}"
8,21/05/2020,2079594519,1.1594E+12,295000,983,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/06/2020,2079594519,1.69586E+12,13950000,3402,1.846938776,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '1410266402084603833', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,28/07/2020,2079594519,9.45907E+11,4900000,1195,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,16/12/2020,2079594519,1.69586E+12,3895000,1347,-0.201025641,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '22701418', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,25/12/2020,2079594519,1.60428E+12,14500,5,0,Listing removed,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': '4459538', 'infoString2': 'Douglas Elliman', 'infoString3': None}"
2,28/03/2023,2079594519,1.60099E+12,14500,5,0,Listed for rent,Douglas Elliman,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
3,18/04/2023,2079594519,1.60099E+12,4875000,1686,0,Listing removed,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
4,25/08/2023,2079594519,1.59641E+12,4875000,1686,0,Listed for sale,Douglas Elliman,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Douglas Elliman', 'infoString3': None}"
0,29/09/2023,2079594519,1.69586E+12,650000,973,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,17/03/2020,2080484098,1.688E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,26/04/2021,2080484098,1.68229E+12,650000,973,-0.064748201,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,10/03/2022,2080484098,1.67892E+12,695000,1040,-0.04137931,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,02/05/2022,2080484098,1.67676E+12,725000,1085,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
0,27/06/2022,2080484098,1.69586E+12,7850000,1506,0.068027211,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '0000', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,26/08/2022,2080484098,1.68895E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,15/03/2023,2080484098,1.68506E+12,7350000,1410,-0.063694268,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,02/05/2023,2080484098,1.68057E+12,7850000,1506,-0.018136335,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,04/07/2023,2080484098,1.67288E+12,7995000,1534,-0.059411765,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,02/10/2023,2080484098,1.67098E+12,8500000,1631,-0.04494382,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
6,14/07/2019,2083565774,1.66778E+12,8900000,1707,-0.063157895,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
7,16/07/2019,2083565774,1.66717E+12,9500000,1822,-0.095238095,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
8,04/08/2022,2083565774,1.66545E+12,10500000,2014,0.060606061,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
9,07/09/2022,2083565774,1.65897E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
10,23/10/2022,2083565774,1.6575E+12,9900000,1899,-0.057142857,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
11,30/05/2023,2083565774,1.65663E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
12,22/06/2023,2083565774,1.65205E+12,10500000,2014,-0.086559374,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
13,12/07/2023,2083565774,1.64938E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
14,03/08/2023,2083565774,1.63426E+12,11495000,2205,-0.042083333,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
15,28/09/2023,2083565774,1.6206E+12,12000000,2302,1199999,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
16,29/09/2023,2083565774,1.37644E+12,10,0,-0.999999375,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
17,12/04/2016,2099010322,1.32719E+12,16000000,3069,0,Listing removed,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2226524', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
18,02/06/2016,2099010322,1.31268E+12,16000000,3069,5.956521739,Listed for sale,The Corcoran Group,,,FALSE,FALSE,"{'infoString1': '2226524', 'infoString2': 'The Corcoran Group', 'infoString3': None}"
19,07/03/2018,2099010322,1.1594E+12,2300000,441,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
20,01/06/2018,2099010322,1.14558E+12,2300000,441,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,29/09/2023,2099010322,1.69586E+12,299000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
0,27/10/2015,2100746801,1.69595E+12,6500000,,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,18/02/2016,2100746801,1.68782E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,15/09/2016,2100746801,1.68359E+12,6500000,,-0.103448276,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,09/03/2017,2100746801,1.68134E+12,7250000,,-0.061488673,Price change,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
4,20/06/2017,2100746801,1.67754E+12,7725000,,0.980769231,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,19/12/2018,2100746801,1.1594E+12,3900000,,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,21/04/2023,2100746801,1.69586E+12,6900000,9857,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,29/06/2023,2100746801,1.68921E+12,,,0,Listing removed,StreetEasy,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,25/08/2023,2100746801,1.68601E+12,6900000,9857,16.69230769,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,02/10/2023,2100746801,1.44236E+12,390000,557,0,Sold,Public Record,,,FALSE,FALSE,"{'infoString1': None, 'infoString2': 'Public Record', 'infoString3': None}"
0,05/04/2013,2113492670,1.69586E+12,400000,667,0,Listed for sale,StreetEasy,,,FALSE,FALSE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
1,23/04/2013,2113492670,1.61983E+12,,,0,Listing removed,StreetEasy,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
2,25/04/2015,2113492670,1.61905E+12,1600,3,-0.058823529,Listed for rent,StreetEasy,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
3,06/05/2015,2113492670,1.61663E+12,,,0,Listing removed,StreetEasy,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'StreetEasy', 'infoString3': None}"
4,19/06/2015,2113492670,1.61516E+12,1700,3,-0.028571429,Price change,StreetEasy,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
5,17/05/2017,2113492670,1.61412E+12,1750,3,-0.102564103,Listed for rent,StreetEasy,,,FALSE,TRUE,"{'infoString1': '', 'infoString2': 'StreetEasy', 'infoString3': None}"
6,14/07/2017,2113492670,1.60142E+12,1950,3,0,Listing removed,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
7,07/08/2017,2113492670,1.60065E+12,1950,3,-0.093023256,Listed for rent,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
8,01/09/2017,2113492670,1.58363E+12,2150,4,0,Listing removed,Alpha Properties NYC I LLC,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Alpha Properties NYC I LLC', 'infoString3': None}"
9,02/10/2023,2113492670,1.58147E+12,2150,4,-0.020501139,Price change,Alpha Properties NYC I LLC,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Alpha Properties NYC I LLC', 'infoString3': None}"
10,03/10/2023,2113492670,1.5806E+12,2195,4,-0.024444444,Price change,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
11,21/06/2008,2143944031,1.57922E+12,2250,4,0,Listed for rent,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
12,02/07/2008,2143944031,1.54682E+12,2250,4,0,Listing removed,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
13,14/03/2023,2143944031,1.54665E+12,2250,4,-0.042553191,Price change,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
14,03/10/2023,2143944031,1.54647E+12,2350,4,0,Listed for rent,Manhattan Flats,,,FALSE,TRUE,"{'infoString1': None, 'infoString2': 'Manhattan Flats', 'infoString3': None}"
